원단구분,용도,혼용율,구성원사/번수,밀도,조직,후가공,상품명,단위면적당 무게,두께,경사 스트레치 강도,위사 스트레치 강도,바이어스 스트레치 강도
WOVEN,Active,POLYESTER 100%,P50D*P50D,,,,CYS11,7.02,0.13,"[['3', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.898'], ['10', '1.872'], ['11', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.108'], ['10', '0.162'], ['15', '0.238'], ['20', '0.319'], ['30', '0.656'], ['40', '1.685'], ['42.5', '2.04'], ['0', '0']]"
WOVEN,Active,NYLON 100%,N30D*N30D,,,,CYS12,5.202,0.09,"[['2.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.954'], ['10', '1.899'], ['12', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.144'], ['10', '0.278'], ['15', '0.504'], ['20', '0.73'], ['30', '1.131'], ['40', '1.667'], ['43', '2.04'], ['0', '0']]"
WOVEN,Active,NYLON 100%,N20D*N20D,,,,CYS13,5.758,0.08,"[['3', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.456'], ['10', '0.947'], ['15', '1.419'], ['19', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.067'], ['10', '0.118'], ['15', '0.232'], ['20', '0.338'], ['30', '0.726'], ['40', '1.396'], ['48.5', '2.04'], ['0', '0']]"
WOVEN,Active,NYLON 100%,N20D*N21D,,,,CYS14,5,0.1,"[['5', '0.972'], ['9', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.428'], ['10', '1.067'], ['15', '1.732'], ['18', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.092'], ['10', '0.213'], ['15', '0.427'], ['20', '0.603'], ['30', '1.13'], ['40', '1.972'], ['43', '2.03'], ['0', '0']]"
WOVEN,Active,NYLON 100%,N20D*N22D,,,,CYS15,7.576,0.11,"[['5', '1.67'], ['6', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.91'], ['10', '1.793'], ['12', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.069'], ['10', '0.111'], ['15', '0.157'], ['20', '0.203'], ['30', '0.371'], ['40', '0.701'], ['50', '1.613'], ['0', '0']]"
WOVEN,Active,NYLON 100%,N20D*N23D,,,,CYS17,8.838,0.19,"[['5', '1.402'], ['7', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.383'], ['10', '0.869'], ['15', '1.334'], ['20', '1.657'], ['27', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.065'], ['10', '0.102'], ['15', '0.151'], ['20', '0.207'], ['30', '0.333'], ['40', '0.517'], ['50', '0.9'], ['0', '0']]"
WOVEN,Active,POLYESTER 100%,P50D*P50D,,,,CYS18,7.374,0.19,"[['5', '0.759'], ['9', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['4', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.133'], ['10', '0.245'], ['15', '0.331'], ['20', '0.402'], ['30', '0.667'], ['40', '1.163'], ['50', '1.978'], ['0', '0']]"
WOVEN,Active,POLYESTER 100%,P50D*P51D,,,,CYS19,10.303,0.17,"[['4.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.947'], ['9', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.7'], ['10', '0.118'], ['15', '0.189'], ['20', '0.255'], ['30', '0.457'], ['40', '0.802'], ['50', '1.378'], ['0', '0']]"
WOVEN,Active,POLYESTER 100%,P150D*P150D,,,,CYS21,13.283,0.32,"[['5', '0.452'], ['10', '1.643'], ['10.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.165'], ['10', '0.384'], ['15', '0.889'], ['20', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.035'], ['10', '0.063'], ['15', '0.097'], ['20', '0.123'], ['30', '0.224'], ['40', '0.417'], ['50', '0.979'], ['0', '0']]"
WOVEN,Active,POLYESTER 100%,P50D*P51D,,,,CYS22,11.465,0.22,"[['5', '1.423'], ['6.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['3.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.133'], ['10', '0.264'], ['15', '0.401'], ['20', '0.523'], ['30', '0.857'], ['40', '1.362'], ['47', '2.04'], ['0', '0']]"
WOVEN,Active,POLYESTER 100%,P75D*P75D,,,,CYS23,14.646,0.32,"[['3', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.248'], ['10', '0.529'], ['15', '0.801'], ['20', '1.068'], ['30', '1.788'], ['33.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.186'], ['10', '0.304'], ['15', '0.426'], ['20', '0.556'], ['30', '0.834'], ['40', '1.163'], ['50', '1.646'], ['0', '0']]"
WOVEN,Active,POLYESTER 100%,P50D*P51D,,,,CYS24,13.182,0.18,"[['4', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '1.148'], ['7.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.114'], ['10', '0.238'], ['15', '0.359'], ['20', '0.587'], ['30', '1.414'], ['35', '2.04'], ['0', '0'], ['0', '0']]"
WOVEN,Active,POLYESTER 100%,P75D*P75D,,,,CYS26,13.434,0.47,"[['5', '0.123'], ['10', '0.25'], ['15', '0.487'], ['20', '0.973'], ['25', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.111'], ['10', '0.228'], ['15', '0.346'], ['20', '0.5'], ['30', '1.221'], ['34', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.076'], ['10', '0.132'], ['15', '0.175'], ['20', '0.213'], ['30', '0.305'], ['40', '0.388'], ['50', '0.502'], ['0', '0']]"
WOVEN,Active,POLYESTER 100%,P75D*P75D,,,,CYS27,11.566,0.3,"[['5', '1.03'], ['7', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.161'], ['10', '0.332'], ['15', '0.528'], ['20', '0.826'], ['29', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.126'], ['10', '0.228'], ['15', '0.305'], ['20', '0.381'], ['30', '0.501'], ['40', '0.71'], ['50', '1.136'], ['0', '0']]"
WOVEN,Active,POLYESTER 100%,P150D*P150D,,,,CYS28,13.889,0.36,"[['5', '0.507'], ['10', '1.53'], ['12', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['4', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.13'], ['10', '0.253'], ['15', '0.374'], ['20', '0.504'], ['30', '0.952'], ['40', '1.831'], ['42', '2.04'], ['0', '0']]"
WOVEN,Active,POLYESTER 100%,P75D*P75D,,,,CYS29,11.919,0.23,"[['3', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['3.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.1'], ['10', '0.212'], ['15', '0.346'], ['20', '0.557'], ['30', '1.583'], ['35', '2.04'], ['0', '0'], ['0', '0']]"
WOVEN,Outer,POLYESTER 100%,P/P75,,,"PD, WR",12,15,0.31,"[['5', '1.58'], ['5.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.073'], ['10', '0.134'], ['15', '0.21'], ['20', '0.298'], ['30', '0.49'], ['40', '0.731'], ['50', '0.999'], ['60', '1.47'], ['68.5', '2.04'], ['0', '0']]","[['5', '0.036'], ['10', '0.063'], ['15', '0.1'], ['20', '0.154'], ['30', '0.254'], ['40', '0.418'], ['50', '0.636'], ['0', '0']]"
WOVEN,Outer,"COTTON 50%, NYLON 50%",N/C40*60,,PLAIN,"PD, WR",88,8.889,0.23,"[['5', '0.402'], ['10', '1.452'], ['12.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['2.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.046'], ['10', '0.107'], ['15', '0.193'], ['20', '0.312'], ['30', '0.762'], ['40', '1.538'], ['45', '2.04'], ['0', '0']]"
KNIT,Active,"POLYESTER 92%, POLYURETHANE 8%","P75D/72F DTY(92%), SPAN(8%)",,SINGLE SPAN,,GO-488,14.495,0.48,"[['20', '0.022'], ['40', '0.042'], ['60', '0.069'], ['80', '0.106'], ['100', '0.153'], ['120', '0.216'], ['0', '0.308'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.019'], ['40', '0.04'], ['60', '0.065'], ['80', '0.094'], ['100', '0.127'], ['120', '0.166'], ['140', '0.213'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.016'], ['40', '0.034'], ['60', '0.063'], ['80', '0.097'], ['100', '0.146'], ['120', '0.218'], ['140', '0.337'], ['0', '0']]"
KNIT,Active,"POLYESTER 92%, POLYURETHANE 8%","CDP85D/96F(92%), SPAN 20D(8%)",,SINGLE,,GO-577P,16.263,0.47,"[['20', '0.034'], ['40', '0.074'], ['60', '0.13'], ['80', '0.208'], ['100', '0.319'], ['120', '0.478'], ['140', '0.724'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.028'], ['40', '0.06'], ['60', '0.097'], ['80', '0.139'], ['100', '0.192'], ['120', '0.245'], ['140', '0.308'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.026'], ['40', '0.058'], ['60', '0.097'], ['80', '0.16'], ['100', '0.261'], ['120', '0.434'], ['140', '0.746'], ['0', '0']]"
KNIT,Active,"POLYESTER 88%, POLYURETHANE 12%","P75D/72F DTY, PF50D/36F(88%), SP30D(12%)",,EYELET MESH,,GO-663,14.848,0.45,"[['20', '0.042'], ['40', '0.09'], ['60', '0.158'], ['80', '0.25'], ['100', '0.363'], ['120', '0.512'], ['0', '0.728'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.041'], ['40', '0.087'], ['60', '0.139'], ['80', '0.2'], ['100', '0.263'], ['120', '0.337'], ['140', '0.435'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.035'], ['40', '0.076'], ['60', '0.13'], ['80', '0.205'], ['100', '0.32'], ['120', '0.527'], ['140', '0.889'], ['0', '0']]"
KNIT,Active,"POLYESTER 90%, POLYURETHANE 10%","P75D/72F DTY(74%), PF50D/36F(16%), SP20D(10%)",,,,GO-698PAT,11.97,0.43,"[['20', '0.019'], ['40', '0.06'], ['60', '0.132'], ['80', '0.257'], ['100', '0.42'], ['120', '0.654'], ['0', '1.011'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.025'], ['40', '0.055'], ['60', '0.093'], ['80', '0.133'], ['100', '0.18'], ['120', '0.227'], ['140', '0.286'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.014'], ['40', '0.031'], ['60', '0.06'], ['80', '0.097'], ['100', '0.152'], ['120', '0.253'], ['140', '0.438'], ['0', '0']]"
KNIT,Active,"POLYESTER(PET/CD) 92%, POLYURETHANE 8%","P30D/24F DTY+CD50D/24F(92%), SP20D(8%)",,,,GO-936,15.354,0.43,"[['20', '0.025'], ['40', '0.059'], ['60', '0.103'], ['80', '0.166'], ['100', '0.254'], ['120', '0.386'], ['0', '0.594'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.025'], ['40', '0.056'], ['60', '0.091'], ['80', '0.137'], ['100', '0.188'], ['120', '0.25'], ['140', '0.318'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.018'], ['40', '0.04'], ['60', '0.072'], ['80', '0.115'], ['100', '0.176'], ['120', '0.272'], ['140', '0.416'], ['0', '0']]"
KNIT,Active,"POLYETHYLENE(MOKA 39%) 91%, POLYURETHANE 9%","P75D/72F DTY(52%), MOKA.C85D/96F(39%), SP20D(9%)",,,,GO-995PMK-V1,17.677,0.48,"[['20', '0.033'], ['40', '0.065'], ['60', '0.103'], ['80', '0.146'], ['100', '0.193'], ['120', '0.259'], ['0', '0.333'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.038'], ['40', '0.077'], ['60', '0.117'], ['80', '0.165'], ['100', '0.216'], ['120', '0.27'], ['140', '0.337'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.027'], ['40', '0.058'], ['60', '0.089'], ['80', '0.13'], ['100', '0.183'], ['120', '0.25'], ['140', '0.351'], ['0', '0']]"
KNIT,Active,"POLYESTER 92%, POLYURETHANE 8%","P75D/72F DTY(92%), SP20D(8%)",,,,GO-1005,25.101,0.74,"[['20', '0.038'], ['40', '0.103'], ['60', '0.193'], ['80', '0.326'], ['100', '0.544'], ['120', '0.832'], ['0', '1.308'], ['159.5', '2.04'], ['0', '0'], ['0', '0']]","[['20', '0.04'], ['40', '0.1'], ['60', '0.186'], ['80', '0.3'], ['100', '0.445'], ['120', '0.632'], ['140', '0.902'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.029'], ['40', '0.089'], ['60', '0.176'], ['80', '0.32'], ['100', '0.568'], ['120', '1.089'], ['138.5', '2.04'], ['0', '0']]"
KNIT,Active,"POLYPROPYLENE(XN-LIGHT) 45%, POLYESTER 43%, POLYURETHANE 12%","PP50D/ P30D/72F DTY (67%), PF50D/36F(21%), 저온SP20D(12%)",,,,GO-1142-XN,14.646,0.5,"[['20', '0.026'], ['40', '0.056'], ['60', '0.096'], ['80', '0.158'], ['100', '0.23'], ['120', '0.342'], ['0', '0.503'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.031'], ['40', '0.064'], ['60', '0.104'], ['80', '0.146'], ['100', '0.194'], ['120', '0.25'], ['140', '0.317'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.021'], ['40', '0.046'], ['60', '0.08'], ['80', '0.123'], ['100', '0.183'], ['120', '0.282'], ['140', '0.445'], ['0', '0']]"
KNIT,Active,"POLYESTER 91%, POLYURETHANE 9%","P75D/72F DTY(85%), SP20D(9%), PF50D/36F(6%)",,,,GO-1191,15.657,0.46,"[['20', '0.033'], ['40', '0.07'], ['60', '0.121'], ['80', '0.19'], ['100', '0.301'], ['120', '0.458'], ['0', '0.633'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.036'], ['40', '0.076'], ['60', '0.118'], ['80', '0.172'], ['100', '0.234'], ['120', '0.325'], ['140', '0.432'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.026'], ['40', '0.06'], ['60', '0.105'], ['80', '0.17'], ['100', '0.273'], ['120', '0.447'], ['140', '0.82'], ['0', '0']]"
KNIT,Active,"POLYESTER 93%, POLYURETHANE 7%","P75D/72F DTY(93%), SP20D(7%)",,,,GO-1202,26.515,0.66,"[['20', '0.08'], ['40', '0.259'], ['60', '0.53'], ['80', '0.912'], ['100', '1.532'], ['111.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.053'], ['40', '0.134'], ['60', '0.23'], ['80', '0.335'], ['100', '0.446'], ['120', '0.566'], ['140', '0.724'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.034'], ['40', '0.108'], ['60', '0.225'], ['80', '0.456'], ['100', '0.923'], ['120', '0.876'], ['121.5', '2.04'], ['0', '0']]"
KNIT,Active,"POLYESTER(COTNA) 92%, POLYURETHANE 8%","COTNA P160D/108F(92%), SP40D(8%)",,양면민자,,GO-1207CN,25.101,0.58,"[['20', '0.063'], ['40', '0.133'], ['60', '0.242'], ['80', '0.408'], ['100', '0.656'], ['120', '1.003'], ['0', '1.562'], ['155', '2.04'], ['0', '0'], ['0', '0']]","[['20', '0.063'], ['40', '0.133'], ['60', '0.22'], ['80', '0.334'], ['100', '0.476'], ['120', '0.64'], ['140', '0.833'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.045'], ['40', '0.101'], ['60', '0.18'], ['80', '0.291'], ['100', '0.476'], ['120', '0.789'], ['140', '1.341'], ['157.5', '2.04']]"
KNIT,Active,"POLYESTER 92%, POLYURETHANE 8%","P75D/72F DTY(92%), SP30D(8%)",,,,GO-1219,16.717,0.46,"[['20', '0.031'], ['40', '0.066'], ['60', '0.104'], ['80', '0.153'], ['100', '0.215'], ['120', '0.297'], ['0', '0.412'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.034'], ['40', '0.07'], ['60', '0.112'], ['80', '0.159'], ['100', '0.211'], ['120', '0.264'], ['140', '0.33'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.024'], ['40', '0.048'], ['60', '0.078'], ['80', '0.118'], ['100', '0.17'], ['120', '0.243'], ['140', '0.351'], ['0', '0']]"
KNIT,Outer,"POLYESTER 92%, POLYURETHANE 8%","COTNA P160D/144F(92%), SP30D(8%)",,,,GO-1231-BR2,21.515,0.73,"[['20', '0.037'], ['40', '0.074'], ['60', '0.126'], ['80', '0.212'], ['100', '0.374'], ['120', '0.662'], ['0', '1.153'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.026'], ['40', '0.047'], ['60', '0.07'], ['80', '0.095'], ['100', '0.124'], ['120', '0.16'], ['140', '0.196'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.029'], ['40', '0.059'], ['60', '0.097'], ['80', '0.158'], ['100', '0.243'], ['120', '0.393'], ['140', '0.672'], ['0', '0']]"
KNIT,Active,"POLYESTER 92%, POLYURETHANE 8%","P75D/36F DTY(58%), P50D/36F DTY(37%), SP15D(5%)",,,,GO-1255,22.879,0.71,"[['20', '0.048'], ['40', '0.182'], ['60', '0.426'], ['80', '0.848'], ['100', '1.513'], ['113', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.034'], ['40', '0.082'], ['60', '0.15'], ['80', '0.236'], ['100', '0.339'], ['120', '0.44'], ['140', '0.557'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.026'], ['40', '0.068'], ['60', '0.147'], ['80', '0.294'], ['100', '0.562'], ['120', '1.156'], ['134.5', '2.04'], ['0', '0']]"
KNIT,Active,"POLYESTER 90%, POLYURETHANE 10%","P75D/144F DTY(카치온느낌)(45%), P75D/72F DTY(45%), SP20D(10%)",,SINGLE SPAN(카치온느낌),,GO-1576,14.343,0.45,"[['20', '0.02'], ['40', '0.041'], ['60', '0.069'], ['80', '0.107'], ['100', '0.161'], ['120', '0.24'], ['140', '0.369'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.021'], ['40', '0.044'], ['60', '0.069'], ['80', '0.1'], ['100', '0.133'], ['120', '0.178'], ['140', '0.228'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.015'], ['40', '0.032'], ['60', '0.055'], ['80', '0.084'], ['100', '0.126'], ['120', '0.19'], ['140', '0.296'], ['0', '0']]"
KNIT,Active,"POLYESTER 95%, POLYURETHANE 5%","CD P75D/72F(60%), P50D/72F DTY(35%), SP15D(5%)",,다이아이중지,,GO-1630P-V1,17.727,0.55,"[['20', '0.096'], ['40', '0.313'], ['60', '0.737'], ['80', '1.432'], ['100', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.028'], ['40', '0.077'], ['60', '0.139'], ['80', '0.21'], ['100', '0.289'], ['120', '0.379'], ['140', '0.482'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.031'], ['40', '0.105'], ['60', '0.236'], ['80', '0.452'], ['100', '0.876'], ['120', '1.586'], ['128', '2.04'], ['0', '0']]"
KNIT,Active,"POLYESTER 86%, POLYURETHANE 14%","P150D/144F(86%), SP70D(14%)",,SINGLE SPAN,,GO-1699,29.495,0.73,"[['20', '0.052'], ['40', '0.103'], ['60', '0.155'], ['80', '0.209'], ['100', '0.267'], ['120', '0.332'], ['140', '0.404'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.056'], ['40', '0.112'], ['60', '0.168'], ['80', '0.227'], ['100', '0.283'], ['120', '0.337'], ['140', '0.396'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.044'], ['40', '0.087'], ['60', '0.133'], ['80', '0.186'], ['100', '0.24'], ['120', '0.307'], ['140', '0.387'], ['0', '0']]"
KNIT,Active,"POLYESTER 91%, POLYURETHANE 9%","P150D/144F DTY(91%), SP40D(9%)",,SINGLE SPAN(양도),,GO-1715,24.545,0.63,"[['20', '0.034'], ['40', '0.065'], ['60', '0.105'], ['80', '0.158'], ['100', '0.239'], ['120', '0.362'], ['140', '0.558'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.031'], ['40', '0.06'], ['60', '0.094'], ['80', '0.129'], ['100', '0.168'], ['120', '0.214'], ['140', '0.262'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.025'], ['40', '0.048'], ['60', '0.078'], ['80', '0.117'], ['100', '0.166'], ['120', '0.235'], ['140', '0.346'], ['0', '0']]"
KNIT,Active,"POLYESTER 89%, POLYURETHANE 11%","P75D/72F DTY(85%), SP30D(11%), PF30D/24F(4%)",,SINGLE SAPN MESH,,GO-1752,14.495,0.46,"[['20', '0.041'], ['40', '0.109'], ['60', '0.208'], ['80', '0.363'], ['100', '0.578'], ['120', '0.854'], ['140', '1.309'], ['160', '2.04'], ['0', '0'], ['0', '0']]","[['20', '0.068'], ['40', '0.165'], ['60', '0.282'], ['80', '0.421'], ['100', '0.646'], ['120', '1.032'], ['140', '1.687'], ['147.5', '2.04'], ['0', '0'], ['0', '0']]","[['20', '0.034'], ['40', '0.092'], ['60', '0.187'], ['80', '0.352'], ['100', '0.655'], ['120', '1.203'], ['139', '2.04'], ['0', '0']]"
KNIT,Active,"POLYESTER(ASKIN PRIZMA) 90%, POLYURETHANE 10%","ASKIN PRIZMA P80D/84F(90%), SP20D(10%)",,,,GO-1969ASPL,15.051,0.42,"[['20', '0.017'], ['40', '0.04'], ['60', '0.074'], ['80', '0.123'], ['100', '0.203'], ['120', '0.35'], ['140', '0.613'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.016'], ['40', '0.037'], ['60', '0.061'], ['80', '0.093'], ['100', '0.13'], ['120', '0.175'], ['140', '0.228'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.012'], ['40', '0.028'], ['60', '0.05'], ['80', '0.078'], ['100', '0.123'], ['120', '0.194'], ['140', '0.333'], ['0', '0']]"
KNIT,Active,"POLYESTER(ASKIN PRIZMA 48%, ASKIN 44%) 92%, POLYURETHANE 8%","ASKIN PRIZMA 80/84(48%), ASKIN 75/36(44%), SP 30D(8%)",,SINGLE SPAN PIQUE,,GO-1988ASPL,14.899,0.43,"[['20', '0.041'], ['40', '0.123'], ['60', '0.311'], ['80', '0.607'], ['100', '1.16'], ['111.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.021'], ['40', '0.047'], ['60', '0.073'], ['80', '0.108'], ['100', '0.153'], ['120', '0.207'], ['140', '0.29'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.032'], ['40', '0.074'], ['60', '0.136'], ['80', '0.24'], ['100', '0.421'], ['120', '0.72'], ['140', '1.301'], ['155.5', '2.04']]"
KNIT,Active,"POLYESTER 85%, POLYURETHANE 15%","P75D/72F DTY(85%), SP30D(15%)",,SINGLE SAPN(양도),,GO-2012,17.475,0.46,"[['20', '0.031'], ['40', '0.065'], ['60', '0.101'], ['80', '0.148'], ['100', '0.206'], ['120', '0.28'], ['140', '0.975'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.04'], ['40', '0.085'], ['60', '0.134'], ['80', '0.19'], ['100', '0.256'], ['120', '0.33'], ['140', '0.428'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.027'], ['40', '0.059'], ['60', '0.092'], ['80', '0.137'], ['100', '0.192'], ['120', '0.274'], ['140', '0.406'], ['0', '0']]"
KNIT,Active,"POLYESTER 82%, POLYURETHANE 18%","P75D/144F DTY(82%), SP40D(18%)",,SINGLE SAPN(양도),,GO-2073,18.737,0.45,"[['20', '0.034'], ['40', '0.065'], ['60', '0.094'], ['80', '0.133'], ['100', '0.178'], ['120', '0.24'], ['140', '0.321'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.036'], ['40', '0.076'], ['60', '0.118'], ['80', '0.164'], ['100', '0.213'], ['120', '0.271'], ['140', '0.332'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.027'], ['40', '0.055'], ['60', '0.084'], ['80', '0.12'], ['100', '0.167'], ['120', '0.224'], ['140', '0.312'], ['0', '0']]"
