원단구분,용도,혼용율,구성원사/번수,밀도,조직,후가공,상품명,단위면적당 무게,두께,경사 스트레치 강도,위사 스트레치 강도,바이어스 스트레치 강도
KNIT,Active,"NYLON 78%, POLYURETHANE 22%","N70D/68F(78%), SP55D(22%)",,SINGLE SAPN(양도),,GO-2081N,21.061,0.52,"[['20', '0.045'], ['40', '0.083'], ['60', '0.118'], ['80', '0.151'], ['100', '0.185'], ['120', '0.22'], ['140', '0.26'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.05'], ['40', '0.094'], ['60', '0.14'], ['80', '0.184'], ['100', '0.23'], ['120', '0.277'], ['140', '0.325'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.035'], ['40', '0.07'], ['60', '0.113'], ['80', '0.15'], ['100', '0.19'], ['120', '0.231'], ['140', '0.278'], ['0', '0']]"
KNIT,Active,"POLYESTER(PRIZMA) 90%, POLYURETHANE 10%","PRIZMA(CDW) P75D/72F(90%), SP30D(10%)",,SINGLE SAPN,MELANGE,GO-2084PPL,13.99,0.44,"[['20', '0.063'], ['40', '0.165'], ['60', '0.308'], ['80', '0.465'], ['100', '0.793'], ['120', '1.211'], ['140', '1.805'], ['144', '2.04'], ['0', '0'], ['0', '0']]","[['20', '0.038'], ['40', '0.075'], ['60', '0.117'], ['80', '0.163'], ['100', '0.209'], ['120', '0.263'], ['140', '0.311'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.028'], ['40', '0.065'], ['60', '0.119'], ['80', '0.196'], ['100', '0.325'], ['120', '0.524'], ['140', '0.881'], ['0', '0']]"
KNIT,Active,"POLYESTER(PRIZMA 76%) 93%, POLYURETHANE 7%","효성PRIZMA(CDW) P75D/72F(76%), CD P75D/36F(17%), SP20D(7%)",,,,GO-2087PPL,13.333,0.47,"[['20', '0.036'], ['40', '0.097'], ['60', '0.181'], ['80', '0.322'], ['100', '0.547'], ['120', '0.943'], ['140', '1.576'], ['149.5', '2.04'], ['0', '0'], ['0', '0']]","[['20', '0.02'], ['40', '0.045'], ['60', '0.08'], ['80', '0.119'], ['100', '0.166'], ['120', '0.218'], ['140', '0.285'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.021'], ['40', '0.05'], ['60', '0.087'], ['80', '0.143'], ['100', '0.224'], ['120', '0.341'], ['140', '0.526'], ['0', '0']]"
KNIT,Active,"POLYESTER 93%, POLYURETHANE 7%","P100D/192F DTY(93%), SP20D(7%)",,,,GO-2124-BR,15.556,0.47,"[['20', '0.028'], ['40', '0.065'], ['60', '0.12'], ['80', '0.238'], ['100', '0.466'], ['120', '0.957'], ['140', '1.971'], ['141', '2.04'], ['0', '0'], ['0', '0']]","[['20', '0.022'], ['40', '0.044'], ['60', '0.069'], ['80', '0.096'], ['100', '0.125'], ['120', '0.161'], ['140', '0.201'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.02'], ['40', '0.041'], ['60', '0.067'], ['80', '0.105'], ['100', '0.162'], ['120', '0.28'], ['140', '0.513'], ['0', '0']]"
KNIT,Active,"POLYESTER 92%, POLYURETHANE 8%","P150D/144F(92%), SP(8%)",,SINGLE SAPN(양도),,GO-2163,26.515,0.54,"[['20', '0.052'], ['40', '0.113'], ['60', '0.194'], ['80', '0.303'], ['100', '0.45'], ['120', '0.667'], ['140', '0.967'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.061'], ['40', '0.126'], ['60', '0.207'], ['80', '0.302'], ['100', '0.414'], ['120', '0.556'], ['140', '0.758'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.04'], ['40', '0.093'], ['60', '0.163'], ['80', '0.274'], ['100', '0.446'], ['120', '0.749'], ['140', '1.193'], ['160', '1.187']]"
KNIT,Active,"POLYESTER 85%, POLYURETHANE 15%","P150D/48F DTY 원착 BLACK(85%), SP70D(15%)",,SINGLE SAPN,원착 BLACK,GO-2237,32.172,0.76,"[['20', '0.053'], ['40', '0.098'], ['60', '0.146'], ['80', '0.193'], ['100', '0.244'], ['120', '0.297'], ['140', '0.352'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.072'], ['40', '0.13'], ['60', '0.193'], ['80', '0.258'], ['100', '0.317'], ['120', '0.377'], ['140', '0.443'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.055'], ['40', '0.103'], ['60', '0.154'], ['80', '0.209'], ['100', '0.262'], ['120', '0.33'], ['140', '0.407'], ['0', '0']]"
KNIT,Active,"POLYESTER 96%, POLYURETHANE 4%","P75D/36F BRT(56%), CD P150D/48F(40%), SP30D(4%)",,,,GO-2244P-CDP,14.747,0.6,"[['20', '0.113'], ['40', '0.32'], ['60', '0.73'], ['80', '1.404'], ['95', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.04'], ['40', '0.09'], ['60', '0.147'], ['80', '0.202'], ['100', '0.26'], ['120', '0.343'], ['140', '0.467'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.078'], ['40', '0.183'], ['60', '0.306'], ['80', '0.455'], ['100', '0.695'], ['120', '1.118'], ['140', '1.907'], ['142', '2.04']]"
KNIT,Active,"POLYESTER(PRIZMA 38%) 93%, POLYURETHANE 7%","P75D/72F DTY(41%), PRIZMA(CDW) P75D/72F(38%), P30D/24F DTY(14%), SP15D(7%)",,양면 크라운 (양도),,GO-2255PPL,23.182,0.75,"[['20', '0.055'], ['40', '0.203'], ['60', '0.492'], ['80', '0.971'], ['100', '1.802'], ['102.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.036'], ['40', '0.118'], ['60', '0.23'], ['80', '0.389'], ['100', '0.581'], ['120', '0.907'], ['140', '1.318'], ['160', '1.824'], ['0', '0'], ['0', '0']]","[['20', '0.033'], ['40', '0.112'], ['60', '0.24'], ['80', '0.478'], ['100', '0.921'], ['120', '1.946'], ['122', '2.04'], ['0', '0']]"
KNIT,Active,"POLYESTER 94%, POLYURETHANE 6%","레아 인팅 P80D(73%), CD P75D/36F(21%), SP15D(6%)",,,,GO-2263P-CDP,12.879,0.43,"[['20', '0.027'], ['40', '0.072'], ['60', '0.14'], ['80', '0.246'], ['100', '0.408'], ['120', '0.64'], ['140', '1.023'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.026'], ['40', '0.06'], ['60', '0.101'], ['80', '0.15'], ['100', '0.197'], ['120', '0.262'], ['140', '0.32'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.018'], ['40', '0.043'], ['60', '0.076'], ['80', '0.128'], ['100', '0.197'], ['120', '0.305'], ['140', '0.484'], ['0', '0']]"
KNIT,Active,"POLYESTER 84%, POLYURETHANE 16%","CDW P55D SINGLE SPAN/ CDW P55D/60F(84%), SP20D(16%)
",,,,GO-2322PL,13.131,0.37,"[['20', '0.021'], ['40', '0.045'], ['60', '0.08'], ['80', '0.123'], ['100', '0.189'], ['120', '0.282'], ['140', '0.432'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.02'], ['40', '0.047'], ['60', '0.08'], ['80', '0.12'], ['100', '0.166'], ['120', '0.225'], ['140', '0.291'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.013'], ['40', '0.03'], ['60', '0.054'], ['80', '0.088'], ['100', '0.134'], ['120', '0.217'], ['140', '0.391'], ['0', '0']]"
KNIT,Active,"POLYESTER(THERMOLIGHT 45%) 93%, POLYURETHANE 7%","P75D/72F DTY(48%), THERMOLITE P70D/96F(45%), 소취 SP20D(7%)",,,,GO-2332TML,14.444,0.47,"[['20', '0.021'], ['40', '0.04'], ['60', '0.063'], ['80', '0.091'], ['100', '0.129'], ['120', '0.182'], ['140', '0.255'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.022'], ['40', '0.041'], ['60', '0.066'], ['80', '0.091'], ['100', '0.121'], ['120', '0.154'], ['140', '0.193'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.014'], ['40', '0.028'], ['60', '0.047'], ['80', '0.07'], ['100', '0.1'], ['120', '0.141'], ['140', '0.202'], ['0', '0']]"
KNIT,Active,"POLYESTER(COTNA) 85%, POLYURETHANE 15%","COTNA P80D/72F(85%), SP55D(15%)",,,,GO-2378CN,19.798,0.7,"[['20', '0.027'], ['40', '0.05'], ['60', '0.077'], ['80', '0.107'], ['100', '0.14'], ['120', '0.186'], ['140', '0.242'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.071'], ['40', '0.168'], ['60', '0.267'], ['80', '0.353'], ['100', '0.468'], ['120', '0.609'], ['140', '0.864'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.027'], ['40', '0.055'], ['60', '0.089'], ['80', '0.121'], ['100', '0.166'], ['120', '0.215'], ['140', '0.29'], ['0', '0']]"
KNIT,Active,"POLYESTER(RECYCLE 100%) MVS[54.55%], POLYESTER(SOFTCOOL)[40.35%], BSY[5.1%]",P(RECYCLE 100%) MVS 30'S/1[54.55%]+P75D/48F/1 DTY(SOFTCOOL)[40.35%]+BSY20D[5.1%],,,,TN-244,24.192,0.73,"[['20', '0.045'], ['40', '0.16'], ['60', '0.355'], ['80', '0.67'], ['100', '1.317'], ['111.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.01'], ['40', '0.023'], ['60', '0.039'], ['80', '0.06'], ['100', '0.083'], ['120', '0.112'], ['140', '0.139'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.012'], ['40', '0.031'], ['60', '0.061'], ['80', '0.105'], ['100', '0.162'], ['120', '0.24'], ['140', '0.353'], ['0', '0']]"
KNIT,Active,"CM(COMPACT)[93%], BSY(COTTON DYEABLE)[7%]",CM(COMPACT) 40'S/1[93%]+BSY(COTTON DYEABLE)30D[7%],,,,TN-611A,15.253,0.52,"[['20', '0.037'], ['40', '0.077'], ['60', '0.135'], ['80', '0.207'], ['100', '0.304'], ['120', '0.452'], ['140', '0.665'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.027'], ['40', '0.058'], ['60', '0.095'], ['80', '0.136'], ['100', '0.181'], ['120', '0.232'], ['140', '0.287'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.026'], ['40', '0.058'], ['60', '0.102'], ['80', '0.159'], ['100', '0.239'], ['120', '0.378'], ['140', '0.612'], ['0', '0']]"
WOVEN,Outer,"POLYESTER 92%, POLYURETHANE 8%",,,,,CYSYR-007,18.081,0.38,"[['5', '0.067'], ['10', '0.153'], ['15', '0.246'], ['20', '0.368'], ['30', '0.713'], ['40', '1.2'], ['50', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.075'], ['10', '0.159'], ['15', '0.244'], ['20', '0.343'], ['30', '0.544'], ['40', '0.789'], ['50', '1.138'], ['60', '1.652'], ['65.5', '2.04'], ['0', '0']]","[['5', '0.024'], ['10', '0.063'], ['15', '0.112'], ['20', '0.16'], ['30', '0.264'], ['40', '0.369'], ['50', '0.52'], ['0', '0']]"
WOVEN,Outer,"NYLON 93%, POLYURETHANE 7%",,132*90,,,CYSFJ-064,15.253,0.39,"[['5', '0.052'], ['10', '0.082'], ['15', '0.127'], ['20', '0.179'], ['30', '0.385'], ['40', '0.931'], ['49.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.112'], ['10', '0.215'], ['15', '0.308'], ['20', '0.423'], ['30', '0.687'], ['40', '1.132'], ['50', '1.678'], ['55', '2.04'], ['0', '0'], ['0', '0']]","[['5', '0.035'], ['10', '0.056'], ['15', '0.088'], ['20', '0.124'], ['30', '0.217'], ['40', '0.316'], ['50', '0.461'], ['0', '0']]"
WOVEN,Top,"POLYESTER 95%, POLYURETHANE 5%",, 117*93,,,CYSFJ-069P,15.051,0.42,"[['5', '0.051'], ['10', '0.134'], ['15', '0.237'], ['20', '0.396'], ['30', '0.819'], ['40', '1.611'], ['45.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.05'], ['10', '0.114'], ['15', '0.222'], ['20', '0.388'], ['30', '0.861'], ['40', '1.708'], ['43', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.01'], ['10', '0.027'], ['15', '0.059'], ['20', '0.092'], ['30', '0.204'], ['40', '0.367'], ['50', '0.618'], ['0', '0']]"
WOVEN,Top,"POLYESTER 95%, POLYURETHANE 5%",,117*93,,,CYSFJ-077,12.273,0.42,"[['5', '0.036'], ['10', '0.073'], ['15', '0.116'], ['20', '0.173'], ['30', '0.312'], ['40', '0.518'], ['50', '0.801'], ['60', '1.46'], ['66.5', '2.04'], ['0', '0']]","[['5', '0.047'], ['10', '0.111'], ['15', '0.178'], ['20', '0.266'], ['30', '0.566'], ['40', '1.212'], ['47', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.003'], ['10', '0.008'], ['15', '0.017'], ['20', '0.027'], ['30', '0.056'], ['40', '0.093'], ['50', '0.15'], ['0', '0']]"
WOVEN,Top,"TENCEL 92%, POLYURETHANE 8%",,122*84,,,CYSFJ-055,14.293,0.42,"[['5', '0.052'], ['10', '0.1'], ['15', '0.175'], ['20', '0.271'], ['30', '0.556'], ['40', '1.103'], ['50', '1.975'], ['52', '2.04'], ['0', '0'], ['0', '0']]","[['5', '0.042'], ['10', '0.093'], ['15', '0.145'], ['20', '0.232'], ['30', '0.456'], ['40', '0.828'], ['50', '1.547'], ['54.5', '2.04'], ['0', '0'], ['0', '0']]","[['5', '0.011'], ['10', '0.028'], ['15', '0.05'], ['20', '0.081'], ['30', '0.163'], ['40', '0.263'], ['50', '0.411'], ['0', '0']]"
WOVEN,Outer,"NYLON 90%, POLYURETHANE 10%",,144*145,,,CYSZD-0300,13.485,0.44,"[['5', '0.066'], ['10', '0.103'], ['15', '0.147'], ['20', '0.189'], ['30', '0.288'], ['40', '0.372'], ['50', '0.483'], ['60', '0.634'], ['70', '0.844'], ['80', '1.272']]","[['5', '0.077'], ['10', '0.125'], ['15', '0.192'], ['20', '0.266'], ['30', '0.404'], ['40', '0.554'], ['50', '0.732'], ['60', '0.962'], ['70', '1.437'], ['80', '1.952']]","[['5', '0.033'], ['10', '0.051'], ['15', '0.079'], ['20', '0.093'], ['30', '0.141'], ['40', '0.193'], ['50', '0.263'], ['0', '0']]"
WOVEN,Top,"NYLON 62%, B 17%, POLYURETHANE 8%",,,,,CYSZD-0341_n,16.061,0.45,"[['5', '0.066'], ['10', '0.128'], ['15', '0.182'], ['20', '0.246'], ['30', '0.384'], ['40', '0.525'], ['50', '0.746'], ['60', '0.163'], ['70', '1.864'], ['72', '2.04']]","[['5', '0.116'], ['10', '0.217'], ['15', '0.318'], ['20', '0.419'], ['30', '0.682'], ['40', '0.977'], ['50', '1.356'], ['58', '2.04'], ['0', '0'], ['0', '0']]","[['5', '0.047'], ['10', '0.081'], ['15', '0.116'], ['20', '0.156'], ['30', '0.241'], ['40', '0.342'], ['50', '0.457'], ['0', '0']]"
WOVEN,Top,POLYESTER 100%,,,,,CYSSY-014,10.101,0.32,"[['5', '0.063'], ['10', '0.151'], ['15', '0.236'], ['20', '0.379'], ['30', '0.735'], ['40', '1.339'], ['49.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.073'], ['10', '0.171'], ['15', '0.313'], ['20', '0.493'], ['30', '1.187'], ['37.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.011'], ['10', '0.022'], ['15', '0.038'], ['20', '0.055'], ['30', '0.108'], ['40', '0.2'], ['50', '0.338'], ['0', '0']]"
WOVEN,Outer,"COTTON 58%, NYLON 38%, POLYURETHANE4%",C40'S*N140D+SP40D,,,,CYSTG-0647,14.495,0.31,"[['5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.091'], ['10', '0.155'], ['15', '0.231'], ['20', '0.31'], ['30', '0.504'], ['40', '0.779'], ['50', '1.382'], ['60', '2.04'], ['0', '0'], ['0', '0']]","[['5', '0.059'], ['10', '0.103'], ['15', '0.142'], ['20', '0.202'], ['30', '0.131'], ['40', '0.43'], ['50', '0.621'], ['0', '0']]"
WOVEN,Outer,"COTTON 97%, POLYURETHANE 3%",C60'S*50'S+N40D,206*114,,,CYSLJ-0107,14.747,0.29,"[['5', '1.346'], ['7', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.114'], ['10', '0.181'], ['15', '0.25'], ['20', '0.326'], ['30', '0.509'], ['40', '0.733'], ['50', '1.127'], ['60', '1.806'], ['62.5', '2.04'], ['0', '0']]","[['5', '0.1'], ['10', '0.137'], ['15', '0.189'], ['20', '0.245'], ['30', '0.398'], ['40', '0.536'], ['50', '0.741'], ['0', '0']]"
WOVEN,Top,"NYLON 72%, COTTON 28%",,,,,CYS10,8.939,0.22,"[['5', '1.56'], ['8', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['4', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.332'], ['10', '0.602'], ['15', '0.836'], ['20', '1.236'], ['27', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Active,POLYESTER 100%,P75D*P75D,,,,CYS16,8.03,0.2,"[['4.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['3', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.075'], ['10', '0.169'], ['15', '0.268'], ['20', '0.369'], ['30', '0.759'], ['40', '1.367'], ['45', '2.04'], ['0', '0']]"
WOVEN,Top,"COTTON 74%, NYLON 26%",C/N80'S,,PLAIN,"PD, 유연",1,8.636,0.21,"[['5', '0.708'], ['10', '1.962'], ['10.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.665'], ['10', '1.269'], ['15', '1.958'], ['15.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.065'], ['10', '0.204'], ['15', '0.401'], ['20', '0.669'], ['30', '1.355'], ['37.5', '2.04'], ['0', '0'], ['0', '0']]"
WOVEN,Active,"COTTON 73%, NYLON 20%, POLYURETHANE 7%",C/N80'S,,PLAIN,"PD, 유연",2,8.283,0.21,"[['5', '0.589'], ['10', '1.157'], ['15', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.081'], ['10', '0.159'], ['15', '0.248'], ['20', '0.322'], ['30', '0.688'], ['40', '1.414'], ['49.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.028'], ['10', '0.059'], ['15', '0.103'], ['20', '0.154'], ['30', '0.304'], ['40', '0.501'], ['50', '0.804'], ['0', '0']]"
WOVEN,Top,"COTTON 64%, POLYESTER 36%",C/P40'S 고신축,,PLAIN,"PD, 유연",9,11.313,0.28,"[['5', '1.755'], ['5.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.092'], ['10', '0.175'], ['15', '0.266'], ['20', '0.37'], ['30', '0.613'], ['40', '0.958'], ['50', '1.39'], ['60', '1.822'], ['65', '2.04'], ['0', '0']]","[['5', '0.033'], ['10', '0.059'], ['15', '0.086'], ['20', '0.124'], ['30', '0.224'], ['40', '0.379'], ['50', '0.654'], ['0', '0']]"
WOVEN,Outer,POLYESTER 100%,,,,"PD, WR",11,14.495,0.34,"[['5', '2.03'], ['5.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.126'], ['10', '0.284'], ['15', '0.378'], ['20', '0.547'], ['30', '0.836'], ['40', '1.168'], ['50', '1.704'], ['55', '2.04'], ['0', '0'], ['0', '0']]","[['5', '0.049'], ['10', '0.078'], ['15', '0.119'], ['20', '0.176'], ['30', '0.326'], ['40', '0.537'], ['50', '0.834'], ['0', '0']]"
WOVEN,Top,NYLON 100%,N/N50,,,"PD, 표, WR",14,7.424,0.22,"[['5', '1.906'], ['5.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.517'], ['10', '1.021'], ['15', '1.489'], ['20', '2.016'], ['20.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.07'], ['10', '0.141'], ['15', '0.207'], ['20', '0.279'], ['30', '0.544'], ['40', '1.102'], ['48.5', '2.04'], ['0', '0']]"
WOVEN,Outer,"NYLON 66%, B 31%, POLYURETHANE 3%",N/NB40 ,,,"PD, 유연, TB",17,12.525,0.29,"[['5', '0.484'], ['10', '1.742'], ['11', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.329'], ['10', '0.731'], ['15', '1.246'], ['20', '1.923'], ['21.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.072'], ['10', '0.18'], ['15', '0.332'], ['20', '0.528'], ['30', '1.113'], ['39.5', '2.04'], ['0', '0'], ['0', '0']]"
WOVEN,Active,NYLON 100%,N/N20,,,"PD, WR",20,5.354,0.14,"[['5', '0.6'], ['10', '1.527'], ['13', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.851'], ['10', '2.029'], ['11', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.152'], ['10', '0.306'], ['15', '0.507'], ['20', '0.702'], ['30', '1.256'], ['40', '1.884'], ['44', '2.04'], ['0', '0']]"
WOVEN,Top,"POLYESTER 46%, NYLON 33%, COTTON 21%",NP/NC80'S,,PLAIN,"PD, WR, TB",38,8.283,0.24,"[['5', '0.451'], ['10', '1.458'], ['13', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['2.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.046'], ['10', '0.086'], ['15', '0.157'], ['20', '0.259'], ['30', '0.677'], ['40', '1.65'], ['43.5', '2.04'], ['0', '0']]"
WOVEN,Outer,"NYLON 74%, COTTON 26%",N/NC50'S,,PLAIN,"PD, WR",39,10.96,0.25,"[['5', '1.766'], ['5.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.184'], ['10', '0.467'], ['15', '0.858'], ['20', '1.322'], ['26.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Top,"NYLON 54%, COTTON 46%",N/C50'S,,,"PD, WR",40,9.848,0.25,"[['5', '1.412'], ['6', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['2.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.064'], ['10', '0.187'], ['15', '0.35'], ['20', '0.585'], ['30', '0.909'], ['35.5', '2.04'], ['0', '0'], ['0', '0']]"
WOVEN,Top,"NYLON 72%, COTTON 28%",N/NC60'S,,STWL,"PD, WR",41,9.697,0.25,"[['5', '1.331'], ['6', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.525'], ['10', '1.529'], ['12', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.022'], ['10', '0.064'], ['15', '0.124'], ['20', '0.204'], ['30', '0.577'], ['40', '1.321'], ['46', '2.04'], ['0', '0']]"
WOVEN,Active,"NYLON 53%, COTTON 47%",N/C60'S,,,"PD, WR",43,8.939,0.22,"[['5', '1.223'], ['6.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.577'], ['10', '1.314'], ['14', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.026'], ['10', '0.068'], ['15', '0.124'], ['20', '0.191'], ['30', '0.367'], ['40', '0.708'], ['50', '1.598'], ['0', '0']]"
WOVEN,Top,"NYLON 52%, COTTON 48%",N/NP320,,,"PD, 표, 비불, TB",46,18.384,0.41,"[['5', '0.475'], ['9', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.212'], ['10', '0.629'], ['15', '1.582'], ['16', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.013'], ['10', '0.035'], ['15', '0.089'], ['20', '0.16'], ['30', '0.62'], ['40', '1.514'], ['44', '2.04'], ['0', '0']]"
WOVEN,Top,"POLYESTER 73%, NYLON 27%",,,,"PD, WR, TB",52,12.172,0.3,"[['5', '1.131'], ['7.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['4', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.085'], ['10', '0.276'], ['15', '0.538'], ['20', '0.969'], ['28', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Top,"COTTON 95%, POLYURETHANE 5%",C80'S*60'S,,1/2 TWILL,"PD, 유연",66,12.071,0.27,"[['5', '0.877'], ['8.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.078'], ['10', '0.138'], ['15', '0.205'], ['20', '0.273'], ['30', '0.424'], ['40', '0.628'], ['50', '0.988'], ['60', '1.481'], ['66', '2.04'], ['0', '0']]","[['5', '0.047'], ['10', '0.091'], ['15', '0.136'], ['20', '0.196'], ['30', '0.364'], ['40', '0.574'], ['50', '0.841'], ['0', '0']]"
